state,year,12_17,18_25,26_plus,se_12_17,se_18_25,se_26_plus,rml
Nebraska,2011,6.15803266,13.80726835,3.9626265000000003,0.7704242959183674,1.3090465561224494,0.6092704591836734,never
Nevada,2011,8.52764179,19.68123778,5.60658884,1.060853693877551,1.7442188341836742,0.8814025051020408,before
New Hampshire,2011,11.354977289999999,27.03321882,5.41917505,1.170707742346939,1.7481870510204074,0.7978378010204079,never
New Jersey,2011,8.00642818,19.53935593,4.2154035,0.9175879464285713,1.6579530943877556,0.5884189209183674,never
New Mexico,2011,9.27457998,21.26949474,5.85430845,1.0439192831632653,1.6699090280612248,0.817760854591837,never
New York,2011,8.07849219,19.852795309999998,5.14736165,0.5267116760204078,0.8659730663265306,0.41773790561224494,never
North Carolina,2011,8.02987931,21.6452339,4.87174135,0.8724022959183674,1.7073212500000003,0.7169128852040818,never
North Dakota,2011,4.775646330000001,11.304344149999999,3.000572,0.6947124948979594,1.1716297193877545,0.5237475790816327,never
Ohio,2011,7.09700465,18.298139090000003,4.44637894,0.47821314795918357,0.7901334311224489,0.3873774668367348,never
Oklahoma,2011,7.202909770000001,15.154564810000002,4.923754000000001,0.8722987423469385,1.5161789668367347,0.7515180025510206,never
Oregon,2011,10.25729485,25.3542394,8.72571194,1.007813954081633,1.7162160561224489,1.0513733724489793,before
Pennsylvania,2011,7.17154027,18.28291756,3.97535215,0.4968975229591839,0.9123848061224499,0.3603201454081633,never
Rhode Island,2011,11.066036070000001,32.04876258,8.19534335,1.1376168265306124,1.9503983010204073,1.0226516709183673,never
South Carolina,2011,6.373167959999999,16.015540180000002,4.181058070000001,0.7740623622448981,1.3875198571428575,0.5999811403061225,never
South Dakota,2011,5.75909002,12.955128769999998,3.54051099,0.7889900102040817,1.5317334132653064,0.5981715153061224,never
Tennessee,2011,6.24282436,14.97856921,3.78923575,0.7499803852040815,1.48517243877551,0.5674425025510202,never
