state,year,12_17,18_25,26_plus,se_12_17,se_18_25,se_26_plus,rml
New Hampshire,2012,14.39,73.62,66.82,1.2015306122448977,1.7244897959183687,1.9132653061224472,never
New Jersey,2012,17.47,63.4,60.05,1.4999999999999998,2.063775510204081,2.1530612244897953,never
New Mexico,2012,12.69,55.7,49.82,1.209183673469388,1.9795918367346934,2.0408163265306123,never
New York,2012,16.56,65.17,58.29,0.8112244897959188,1.0102040816326552,1.1556122448979596,never
North Carolina,2012,12.48,60.4,49.72,1.1045918367346939,1.9260204081632646,1.9795918367346934,never
North Dakota,2012,12.78,71.02,61.82,1.278061224489796,1.7474489795918353,1.9617346938775524,never
Ohio,2012,13.62,63.11,55.48,0.6428571428571428,0.9591836734693873,1.0255102040816317,never
Oklahoma,2012,10.68,56.23,49.01,1.0637755102040816,2.0765306122448983,2.0408163265306123,never
Oregon,2012,12.5,61.99,63.89,1.1249999999999996,1.8954081632653044,1.9362244897959175,before
Pennsylvania,2012,13.45,64.28,58.82,0.6811224489795918,1.0688775510204076,1.056122448979592,never
Rhode Island,2012,15.74,73.46,66.8,1.3545918367346936,1.6938775510204083,1.9362244897959175,never
South Carolina,2012,12.18,60.54,53.09,1.1096938775510203,1.869897959183673,2.010204081632652,never
South Dakota,2012,14.13,67.82,60.79,1.2244897959183672,1.9438775510204094,1.8214285714285716,never
Tennessee,2012,10.17,49.74,40.93,0.9974489795918363,1.9719387755102034,1.9668367346938778,never
Texas,2012,11.91,56.57,51.92,0.6224489795918366,1.0076530612244905,1.1122448979591835,never
Utah,2012,7.5,33.42,32.52,1.0153061224489797,2.0637755102040827,1.9515306122448985,never
Vermont,2012,17.25,71.15,60.89,1.5076530612244894,1.7602040816326545,2.0229591836734713,never
Virginia,2012,12.15,63.5,58.84,1.073979591836735,1.9719387755102051,1.9821428571428579,never
Washington,2012,12.92,62.61,59.65,1.1352040816326534,1.7551020408163271,1.9795918367346934,after
West Virginia,2012,13.45,55.99,37.27,1.2882653061224487,1.869897959183673,2.0025510204081636,never
Wisconsin,2012,14.83,69.06,65.23,1.2474489795918369,1.7780612244897993,2.079081632653061,never
Wyoming,2012,14.11,62.04,56.32,1.4132653061224487,2.0586734693877533,1.992346938775509,never
Alabama,2013,11.206064860000001,50.89100693,46.37800353,0.9952141224489796,1.9493814974489794,2.0975350076530632,never
Alaska,2013,10.47163808,56.43598732,58.21090178,1.327663982142857,2.022950742346942,2.094133502551019,before
Arizona,2013,12.90132722,57.65617716,54.97203864,1.122068887755102,2.0610789056122436,2.1202881556122444,never
Arkansas,2013,10.99808313,55.10331852,42.95838534,1.0124717474489802,1.92781337244898,2.0077341020408164,never
California,2013,11.60409787,57.56448002,52.83171965,0.6510585076530614,1.0279691581632646,1.1069349540816296,before
Colorado,2013,13.0968266,68.52189726,65.52007755,1.132313982142858,1.8133546045918363,1.9109476607142843,after
Connecticut,2013,14.17869119,66.54355353,65.45817581,1.365956954081633,1.995030474489796,1.9617068367346941,never
Delaware,2013,11.734975799999999,61.99470291,58.77598623,1.0643689030612244,2.036395780612245,1.9925580331632675,never
Florida,2013,12.786922910000001,58.364751739999996,54.908051889999996,0.6536250000000001,1.0648855204081615,1.0709089158163259,never
Georgia,2013,11.25256381,52.86197397,50.923143780000004,0.9964091734693875,1.9911355816326537,2.2038470357142845,never
Hawaii,2013,11.22365012,57.407825970000005,53.23052852,1.1194644285714288,2.071729566326531,2.057303122448981,never
Idaho,2013,11.26818773,49.53451895,53.22404575,1.0227353979591833,2.0203032984693885,2.0496470025510183,never
Illinois,2013,12.3742386,63.90124101,59.522370710000004,0.601910785714286,0.9971275561224499,1.038600204081635,never
Indiana,2013,12.034123469999999,62.727754170000004,54.842139280000005,1.0231067295918368,1.8807886403061223,2.0435088571428595,never
Iowa,2013,12.41721641,67.59559906,61.18031257,1.0635717117346932,1.85359303826531,2.0877268673469405,never
Kansas,2013,11.547378,58.99195574,58.147122370000005,1.0213877525510207,2.04503892857143,2.1433242397959176,never
Kentucky,2013,10.042966550000001,56.250282549999994,46.59095124,0.9684196071428575,1.9559621326530594,1.9394998698979595,never
Louisiana,2013,13.02504293,55.98216227,51.74741977,1.124063834183673,1.9493851938775486,2.0487980255102034,never
Maine,2013,12.35917798,64.10993087,57.67609701000001,1.043656795918367,1.8071111301020395,2.043650655612245,before
Maryland,2013,13.3576386,64.85115083000001,62.67445592999999,1.1223116938775513,1.9488699107142866,2.0307922321428555,never
Massachusetts,2013,14.491709799999999,70.31819385,69.35276484,1.1553269821428576,1.8601694438775531,1.8298392576530624,before
Michigan,2013,12.88826962,63.45525714,58.244042979999996,0.6111026607142857,0.957252831632652,1.0456009566326518,never
Minnesota,2013,11.90463638,64.68984349,63.58762547,1.0628455790816327,1.9509196505102062,1.9579497831632662,never
Mississippi,2013,11.66706129,56.88044447,44.32885255,0.9987463826530607,1.9492748545918368,2.1202704872448983,never
Missouri,2013,12.39559828,60.73096351,54.977254529999996,1.0597777474489798,1.9145303137755083,1.9769347372448975,never
Montana,2013,13.23556996,67.10177671000001,63.79034413,1.1168802346938773,1.8334996479591854,2.0258321224489784,never
Nebraska,2013,11.32331585,63.33622036,60.80833148,1.0861955204081633,1.952457543367348,2.094180334183675,never
Nevada,2013,12.759315169999999,58.945516919999996,59.153408279999994,1.2375757857142857,2.0001729566326523,2.1306429464285697,before
New Hampshire,2013,14.75814409,73.22017823,69.62634374,1.1853162984693881,1.7151026556122484,1.812105673469389,never
New Jersey,2013,13.64057349,59.07285631,59.98170044,1.2084908954081632,2.0338215586734676,2.16592160969388,never
New Mexico,2013,11.90716837,56.425115739999995,54.20143674,1.0641863928571431,1.9697486377551041,2.163043260204083,never
New York,2013,14.354451630000002,63.62907951,59.83236831999999,0.7001398494897958,1.103100515306121,1.1615186836734677,never
North Carolina,2013,11.633316019999999,57.29096515,51.8807039,1.0422688979591836,2.0295166122448993,2.1153666122448986,never
North Dakota,2013,11.71809593,70.75865998,61.78919206,1.1002737525510202,1.865938091836737,2.012259548469389,never
Ohio,2013,11.952784190000001,62.85652238,57.51618629000001,0.6183229795918371,1.0018356454081654,1.0664767346938782,never
Oklahoma,2013,10.00239642,56.67425264,50.78929615,0.929331594387755,1.9531211530612216,2.098585885204083,never
Oregon,2013,12.70647573,61.95963198,62.31901074,1.1380957959183675,2.0082650714285735,1.9953743443877527,before
Pennsylvania,2013,13.08570821,64.41534647,59.81461974,0.6266414744897955,1.0013849362244909,1.053068772959183,never
Rhode Island,2013,14.26798841,69.37495652999999,62.48191958,1.2171327831632652,1.9580064030612245,2.006286201530613,never
South Carolina,2013,11.68599648,60.41351952,52.220116559999994,1.0586343188775504,1.9733175000000025,2.052893969387756,never
South Dakota,2013,10.517059450000001,64.36207042999999,61.070416009999995,1.0618620790816324,1.831297497448978,1.880131099489798,never
Tennessee,2013,9.89311271,47.998400600000004,40.515805560000004,0.964894211734694,1.8835208520408173,2.0194094923469383,never
Texas,2013,11.461732959999999,55.743095350000004,50.14351104,0.6231776658163263,1.0067182882653074,1.0337618010204082,never
Utah,2013,7.81615735,34.464804529999995,34.65169435,1.0052267882653063,2.000424530612245,2.0841281173469386,never
Vermont,2013,14.82516351,69.2714995,61.68308992,1.3538226785714285,1.872274344387755,1.96163281887755,never
Virginia,2013,11.9631638,63.944614980000004,58.755872919999995,1.0248578086734694,2.004275923469388,2.026583216836734,never
Washington,2013,11.5968358,60.67787507,57.435059030000005,0.9680336275510196,1.9247408265306112,1.9107535663265311,after
West Virginia,2013,11.136843690000001,52.261340680000004,38.83262158,1.0409078188775513,1.975555308673471,1.897387826530612,never
Wisconsin,2013,15.118329,68.99136646000001,65.93557695999999,1.2542375714285723,1.765803762755104,2.0706389362244884,never
Wyoming,2013,12.30711178,63.69274230999999,58.38015987,1.3626820280612248,2.062766102040816,1.9974731147959157,never
Alabama,2014,10.53,51.36,47.74,1.025510204081633,1.9693877551020407,2.000000000000001,never
Alaska,2014,9.22,59.65,59.05,1.3188775510204085,2.0892857142857135,1.8724489795918375,after
Arizona,2014,11.9,58.02,55.87,1.1122448979591835,1.9770408163265307,1.948979591836735,never
Arkansas,2014,9.9,55.03,44.4,1.0204081632653061,1.956632653061225,1.8137755102040816,never
California,2014,12.01,57.67,54.28,0.670918367346939,1.0714285714285703,0.9183673469387759,before
Colorado,2014,14.25,67.46,66.24,1.4005102040816322,1.801020408163266,1.7602040816326527,after
Connecticut,2014,12.77,65.58,64.68,1.3954081632653064,2.119897959183674,1.8698979591836749,never
Delaware,2014,10.61,63.46,60.58,1.0306122448979593,1.9311224489795902,1.887755102040816,never
Florida,2014,12.26,58.29,56.71,0.6989795918367343,1.091836734693876,1.0331632653061218,never
Georgia,2014,10.6,53.79,52.8,0.9872448979591835,1.7959183673469385,1.8673469387755104,never
Hawaii,2014,11.2,59.13,52.2,1.1224489795918369,2.181122448979593,1.913265306122449,never
Idaho,2014,10.79,50.04,51.8,1.0714285714285716,1.964285714285715,1.869897959183673,never
Illinois,2014,10.98,61.47,60.12,0.6964285714285715,1.211734693877551,1.0408163265306118,never
Indiana,2014,11.44,61.73,54.34,1.056122448979592,1.8622448979591848,1.931122448979592,never
Iowa,2014,10.81,68.29,59.52,1.1352040816326534,1.8316326530612226,1.8724489795918375,never
Kansas,2014,11.18,61.27,58.07,1.0306122448979589,1.9081632653061218,1.8469387755102047,never
Kentucky,2014,9.02,55.07,44.42,0.971938775510204,2.06887755102041,1.8750000000000004,never
Louisiana,2014,12.35,55.97,52.57,1.1505102040816326,2.025510204081632,1.8750000000000004,never
Maine,2014,11.86,66.39,62.82,1.1556122448979596,1.8367346938775517,1.8316326530612264,before
Maryland,2014,12.54,63.41,62.51,1.112244897959184,2.051020408163267,1.8418367346938773,never
Massachusetts,2014,13.3,70.15,66.05,1.2142857142857142,1.8239795918367325,1.7755102040816328,before
Michigan,2014,11.56,63.02,58.37,0.7244897959183674,1.1709183673469397,1.0433673469387745,never
Minnesota,2014,10.67,64.72,63.6,1.0331632653061222,1.9285714285714273,1.8494897959183692,never
Mississippi,2014,9.81,52.67,44.46,0.9744897959183675,2.015306122448979,1.9158163265306136,never
Missouri,2014,10.91,60.04,54.13,1.0408163265306123,1.923469387755102,1.9158163265306118,never
Montana,2014,11.19,65.01,62.51,1.0969387755102038,1.7882653061224503,1.964285714285715,never
Nebraska,2014,10.53,64.7,61.82,1.073979591836735,1.9872448979591835,1.8061224489795933,never
Nevada,2014,13.59,58.31,59.05,1.27295918367347,2.086734693877551,1.9005102040816315,before
New Hampshire,2014,14.63,70.97,68.82,1.209183673469388,1.8290816326530617,1.7882653061224503,never
New Jersey,2014,14.31,60.74,61.45,1.1836734693877553,1.841836734693879,1.7525510204081627,never
New Mexico,2014,9.71,55.85,52.18,0.9948979591836736,1.9693877551020407,2.0229591836734695,never
New York,2014,12.86,61.14,60.04,0.7423469387755103,1.2244897959183667,1.0229591836734688,never
North Carolina,2014,10.17,55.22,50.15,0.9413265306122448,1.7984693877551015,1.8137755102040816,never
North Dakota,2014,10.92,70,61.67,1.1326530612244896,1.818877551020407,1.7474489795918389,never
Ohio,2014,11.01,61.96,57.71,0.6760204081632654,1.2270408163265312,1.0714285714285703,never
Oklahoma,2014,10.89,59.13,51.96,1.0535714285714288,1.9362244897959175,1.946428571428572,never
Oregon,2014,12.92,62.92,61.12,1.0969387755102042,1.8801020408163278,1.8979591836734688,after
Pennsylvania,2014,12.87,64.42,60.84,0.7576530612244895,1.165816326530614,1.089285714285715,never
Rhode Island,2014,13.21,65.3,61.28,1.2729591836734695,2.0637755102040827,1.8647959183673475,never
South Carolina,2014,9.63,58.52,50.77,0.9464285714285716,2.0076530612244894,1.7857142857142858,never
South Dakota,2014,9.29,64.39,59.3,0.9897959183673469,1.8724489795918358,1.84438775510204,never
Tennessee,2014,9.35,52.99,45.34,0.9081632653061223,2.1887755102040813,1.8903061224489806,never
Texas,2014,10.81,56.11,50.88,0.6505102040816328,1.1020408163265307,1.0076530612244905,never
Utah,2014,6.76,36.61,35.21,0.9438775510204083,2.104591836734694,1.9311224489795928,never
Vermont,2014,13.76,71.5,64.35,1.3392857142857149,1.8520408163265283,1.8571428571428592,never
Virginia,2014,11.2,62.04,56.05,0.9540816326530613,1.8290816326530617,1.7831632653061211,never
Washington,2014,10.44,59.03,57.87,0.9872448979591835,1.9540816326530621,1.7882653061224503,after
West Virginia,2014,9.67,53,39.37,0.9770408163265306,2.137755102040817,1.747448979591837,never
Wisconsin,2014,14.02,68.82,67.41,1.2168367346938775,1.9336734693877546,1.7678571428571428,never
Wyoming,2014,10.6,63.55,59.37,1.4362244897959187,2.0739795918367334,1.9285714285714293,never
Alabama,2015,8.76347779,51.98771969,46.828928409999996,0.9119667704081634,2.0028260739795893,1.6927924489795907,never
Alaska,2015,11.03594603,62.56803848,59.44979144,1.5150626989795917,2.1043147346938795,1.6253137525510215,after
Arizona,2015,10.44897997,56.37830335,55.469253110000004,1.0726408137755103,2.0616770025510216,1.6941832219387756,never
Arkansas,2015,9.34274683,51.59517975,44.20066671,0.9413239081632653,2.047854247448979,1.737688436224489,never
California,2015,10.92460016,56.84516783,55.57634362,0.6874850306122449,1.1102442474489813,0.8260821173469366,before
Colorado,2015,12.547090229999998,67.56454966,63.38765031,1.2376486607142854,1.845894295918367,1.7223890051020403,after
Connecticut,2015,13.60637847,67.1775857,64.7577995,1.394451647959184,2.0986022397959188,1.7609473443877581,never
Delaware,2015,10.3613583,62.37488722,57.29099644,1.0053329107142852,1.9581195408163272,1.7232107959183676,never
Florida,2015,10.72352102,58.854067060000006,58.75732816,0.6871310204081632,1.1778391198979608,1.0069790127551022,never
Georgia,2015,8.93367443,55.05905815,53.14724573,0.7990408979591835,1.5832375586734688,1.365987201530612,never
Hawaii,2015,10.55421272,55.51861066,49.04478493,1.1567630790816326,2.1619761352040827,1.7366403928571454,never
Idaho,2015,10.24927192,47.504002,48.92595954,1.0969905765306125,1.9873863265306118,1.7265355204081636,never
Illinois,2015,9.881787059999999,60.53118387999999,58.660108990000005,0.7407183163265304,1.328664767857142,1.0817904642857141,never
Indiana,2015,10.057036440000001,59.71218708,54.012861830000006,1.0250862219387753,1.9607289566326525,1.7292196377551028,never
Iowa,2015,10.162111320000001,66.44414729,59.728556639999994,1.105875522959184,1.9451223596938767,1.7479496045918337,never
Kansas,2015,10.45059515,59.32992780000001,56.87704123,1.037116507653061,1.9769392882653072,1.722900806122449,never
Kentucky,2015,8.244546849999999,50.6878229,45.389568139999994,0.9184471250000001,2.0589737168367357,1.7781736428571437,never
Louisiana,2015,10.74791842,57.92680165,53.571049179999996,1.0542980663265302,1.9408189056122436,1.7430175561224481,never
Maine,2015,12.47490482,66.34170469,64.38698408,1.1949462551020413,2.0370487040816325,1.7433471301020402,before
Maryland,2015,12.092664840000001,62.620182,63.07063665,1.167338267857143,2.0300580688775485,1.6534653341836736,never
Massachusetts,2015,12.21043053,69.14945833,60.88541289,1.2126673418367346,1.9162406122448947,1.6877662780612266,before
Michigan,2015,10.689146169999999,60.76777592,57.96093192,0.7811660561224494,1.290110099489796,1.1261475076530594,never
Minnesota,2015,10.70883884,65.64483038,64.22624847,1.0181695255102048,1.9533420535714283,1.633104770408167,never
Mississippi,2015,8.78023193,46.930373440000004,42.221519289999996,0.941117344387755,2.0817375943877527,1.7990932780612252,never
Missouri,2015,9.82571503,59.319639790000004,54.2651177,0.9842601734693879,1.9720159897959186,1.7854207091836718,never
Montana,2015,9.89997678,61.558091309999995,62.62406213,1.047617130102041,1.9750574923469406,1.8119807091836724,never
Nebraska,2015,8.882145869999999,62.81516823,62.679005509999996,1.003235920918367,2.0793862091836752,1.7346589770408154,never
Nevada,2015,13.667021949999999,56.8110789,56.8477956,1.3717401301020407,2.1240291581632627,1.8269198188775524,before
New Hampshire,2015,13.121118840000001,68.91849016,68.26871132,1.170748433673469,1.902359683673469,1.6522208163265313,never
New Jersey,2015,13.87596442,63.691351929999996,60.63409072,1.1540519158163272,1.647857821428572,1.4633867755102028,never
New Mexico,2015,9.395378829999999,55.79091599,50.25146461,0.9948901122448978,2.1025537780612256,1.7790562015306117,never
New York,2015,12.57223749,61.50909451,58.00512548,0.8087634387755104,1.2131560255102036,0.9866220102040828,never
North Carolina,2015,8.188687960000001,55.770194169999996,48.74793209,0.7832448979591836,1.7156173979591844,1.435526829081633,never
North Dakota,2015,11.84771593,70.20114127,61.508589459999996,1.2644601301020404,1.8480250790816344,1.6502150739795955,never
Ohio,2015,10.326772369999999,61.18219185,56.28076196000001,0.7350736198979587,1.3943498341836755,1.0774912295918353,never
Oklahoma,2015,10.22310432,57.679446899999995,48.575491570000004,1.074105255102041,2.087638367346937,1.8236434872448972,never
Oregon,2015,11.68213689,63.02032649,63.31470911,1.097235770408163,1.9521120867346966,1.6698701122448976,after
Pennsylvania,2015,11.34102295,63.94666557000001,60.32436081,0.8104892321428573,1.3783000178571436,1.1429792653061226,never
Rhode Island,2015,13.232464369999999,65.21658299,63.25356442,1.3413406734693878,2.08431941836735,1.7762854107142858,never
South Carolina,2015,8.874970320000001,58.59193564,48.44445597,0.9020860076530614,2.0631288214285735,1.7103834311224506,never
South Dakota,2015,10.38498931,67.10394517,62.29733441999999,1.082327280612245,1.8973842168367332,1.6963180688775485,never
Tennessee,2015,8.1679631,51.08002402,46.37117485,0.8985578750000002,2.071527357142857,1.7804984897959184,never
Texas,2015,9.960666810000001,54.86386416,52.034068870000006,0.6519562346938775,1.2202968469387785,0.9431386403061247,never
Utah,2015,5.44137513,34.76552106,35.040397659999996,0.8723026096938776,2.1239226530612254,1.6174257321428576,never
Vermont,2015,13.156013620000001,70.64810495,63.80303367,1.2651462780612248,2.0683355484693844,1.819256974489796,never
Virginia,2015,10.65095502,60.660835219999996,55.058166379999996,0.9209287397959182,1.728234693877552,1.3564252142857138,never
Washington,2015,10.65480491,58.44530849,62.38921545,1.0775758137755107,2.0266055739795905,1.7477101250000013,after
West Virginia,2015,9.97246483,56.055857689999996,42.286392049999996,1.0636714744897962,2.134995201530614,1.8403849081632637,never
Wisconsin,2015,11.250913899999999,66.26461195,65.18949968,1.0947591811224489,1.963959344387756,1.7081036326530625,never
Wyoming,2015,10.72474027,62.14941211,58.1483787,1.601878727040817,2.2855036071428576,1.8614061096938763,never
Alabama,2016,0.007547642412405482,0.6812581902658914,0.29077101174542336,0.018053310767530265,0.21127926242783213,0.11225878840877833,never
Alaska,2016,0.08974033753766264,1.3260013748256674,0.7258144884565738,0.07040815273505956,0.3940866154728695,0.2533247860268851,after
Arizona,2016,0.029784669686456284,0.8808619609105194,0.43223104657319056,0.01942097687797357,0.2643467636187622,0.15234791644876605,never
Arkansas,2016,0.050027102575901,0.4511364115713073,0.17720297964533863,0.025146474148896633,0.18449488872122857,0.08594957804838438,never
California,2016,0.041541516207365604,0.4274856914816303,0.2279046063892315,0.03075933746661642,0.10245247128473296,0.061351059157500304,after
Colorado,2016,0.025835735869703766,0.6632810628462988,0.3359756040493035,0.01790274437102627,0.21185541871757985,0.13012509573092404,after
Connecticut,2016,0.07282452055337417,1.2138643641949338,0.700649712718662,0.0335815883028422,0.3486162995086219,0.22648142187719522,never
Delaware,2016,0.08854445732341756,1.4902576550997904,0.6776157648613471,0.050332228826439,0.41338056186123123,0.2278883205437511,never
Florida,2016,0.2234103133031943,0.5810825485539595,0.1902981684793077,0.1050194694379751,0.13732079646889256,0.055178727367281244,never
Georgia,2016,0.02663180115115258,0.3456005506280008,0.1540673114996395,0.018249558090309054,0.1294054986031075,0.0696839605477298,never
Hawaii,2016,0.009264209077891784,0.7167643063198331,0.1966815547733115,0.016491953458537125,0.29177062311279306,0.08691004495081288,never
Idaho,2016,0.08920494056830328,0.6386642945647979,0.3062035381898658,0.03474162066852497,0.1943841944700578,0.11836179221426614,never
Illinois,2016,0.04294087704929424,0.48616556730149646,0.23962767716292985,0.020325639779670383,0.13350759550202923,0.07830113576964418,never
Indiana,2016,0.07278739708429895,0.8594023936097799,0.3997208734607448,0.027944716663992727,0.24883394832040048,0.14096094742387397,never
Iowa,2016,0.06084371106172847,0.5133849503190859,0.15634883873406835,0.03024682266062791,0.21881652981236427,0.08104608459408612,never
Kansas,2016,0.07746031825749503,0.5485660276437705,0.240773945653009,0.033657707821536494,0.19867601038764876,0.09951426177392374,never
Kentucky,2016,0.0443335756819536,0.8634060107824224,0.4537360394035671,0.02250647136824053,0.2529544214236436,0.15691535354940245,never
Louisiana,2016,0.058433015382595134,0.39073936185011415,0.2049464657967784,0.027423794135085295,0.15400447887884874,0.10060819458668525,never
Maine,2016,0.020809832458373558,1.145307375563355,0.4323641633957289,0.017784463547591195,0.32766317083010327,0.14867456953663213,after
Maryland,2016,0.10715699141434691,0.86000369274769894,0.5350045120615624,0.04715546155856118,0.26817961717162686,0.1739033383439845,never
Massachusetts,2016,0.025283537235950105,0.6564929063592573,0.3494117585358361,0.019499385891601467,0.21313755258662212,0.13382038365446491,after
Michigan,2016,0.0940736351855553,0.6334336258758874,0.3385397738331207,0.03763922307036682,0.15761175155272505,0.09392941788637879,never
Minnesota,2016,0.03306845821392856,0.7180842176908698,0.25169599317289304,0.021027622973013266,0.23051190291005394,0.10051300082826962,never
Mississippi,2016,0.0052378289640289104,0.42957711531992393,0.2078194125760528,0.020100430368308744,0.15993962678541762,0.09219964530285867,never
Missouri,2016,0.047219748220324355,0.6840695973699266,0.30268476727224525,0.020926476832806067,0.2150520544825054,0.11456224119068653,never
Montana,2016,0.09863245143823904,0.7770189504957363,0.2716850114304283,0.045680462557204406,0.25754169438616237,0.11199136046023017,never
Nebraska,2016,0.12022890060295702,0.48920278930966254,0.21724525975101291,0.051133478457307285,0.1952946029878785,0.1021706110834901,never
Nevada,2016,0.04999971997948914,0.7383880434287099,0.30329216185849,0.02605151084738102,0.2519540684835245,0.12272190346047548,after
New Hampshire,2016,0.1393157465774351,1.8997532322551896,0.785738058696501,0.07277456496060215,0.48384259711751304,0.22472977271190012,never
New Jersey,2016,0.08976927818092115,0.9187812005843603,0.49616265009336785,0.03825413541984531,0.24153512690400641,0.15616527137330802,never
New Mexico,2016,0.16646283301038634,0.8217664717140329,0.32250244586784166,0.10051632869614298,0.2721674868701384,0.13298769676816305,never
New York,2016,0.0842013591599087,0.6316296714141308,0.4150333679396035,0.02851890646994545,0.13866638480168625,0.10124893241951527,never
North Carolina,2016,0.035297387311514154,0.705714300033792,0.31504705654482196,0.021948295972650415,0.18904276146221805,0.09852091461297036,never
North Dakota,2016,0.11973837491160723,0.6227642127436523,0.27168574206425433,0.055370519558528807,0.2326884343340996,0.11137423614656097,never
Ohio,2016,0.11397827194282968,0.7782160298610505,0.3844711937633617,0.04251734060549185,0.16320314369127553,0.09794941701876052,never
Oklahoma,2016,0.05737724103917828,0.6633955451686634,0.27670046168824297,0.026176122994161725,0.21977816883319737,0.11406039838987363,never
Oregon,2016,0.09492660929578979,0.9201936381748207,0.43716801068160466,0.04107706953830947,0.26112574255147336,0.1438674542902945,after
Pennsylvania,2016,0.11030388427912949,0.8373008354295642,0.4104164080495149,0.035158798967747575,0.18938674150811163,0.10473376420552778,never
Rhode Island,2016,0.09384489447107586,0.7395497704644196,0.42349365552992196,0.03832417469241151,0.24556674428226039,0.16853715141587114,never
South Carolina,2016,0.07083469892873154,0.535938877240069,0.21178075850398853,0.03041860358032236,0.19301012092067085,0.09014811834033275,never
South Dakota,2016,0.10219505663660897,0.8108453870661461,0.31484314762097243,0.04278525529050507,0.2674974929138781,0.12214949673438344,never
Tennessee,2016,0.04826553917188231,0.5854617060188112,0.23027180051462745,0.02605950686341934,0.19479597289100703,0.09635644907007566,never
Texas,2016,0.04135457853164489,0.43663613252397016,0.1856145197202814,0.019439169745465713,0.11099609814793737,0.05870421174990267,never
Utah,2016,0.0576947584647396,0.4915581700669848,0.30793516774137214,0.0266441884654621,0.17683976581991787,0.12154679474231586,never
Vermont,2016,0.14531296367239893,1.1905789529824997,0.4861792124206456,0.06430371451547742,0.36002893765319394,0.17067120139317302,never
Virginia,2016,0.013548299956909874,0.7606182743163518,0.35466996212514956,0.017869116894228675,0.2128698533453465,0.1150731665204501,never
Washington,2016,0.08191481914156361,0.8079346205491899,0.4435089063528932,0.033439868646285675,0.24427921909070088,0.15932913551415404,after
West Virginia,2016,0.02422505037127436,1.2655270569599555,0.5203148301059708,0.01944970176306344,0.34209359506892795,0.1692153959767214,never
Wisconsin,2016,0.1431175862896352,0.6555576385148778,0.2628424324877487,0.052634761836566256,0.21876777698391695,0.10232361692171671,never
Wyoming,2016,0.09499185287615829,0.7644090333000538,0.2851297668817384,0.04230933135305675,0.25485726343386556,0.11600972052463654,never
Alabama,2017,0.020500918198883094,0.5808329834695461,0.288483042957211,0.024402788198365034,0.2367876469573813,0.11138947437355409,never
Alaska,2017,0.10274214029363593,0.9110364198608442,0.41079617498719817,0.08233711064887575,0.3308707700360463,0.15856421326657377,after
Arizona,2017,0.046098971158075056,0.7675351124273174,0.31594758903706277,0.030633369868991834,0.2786500702936556,0.1184810244085043,never
Arkansas,2017,0.04937269435286384,0.48700425868432873,0.23013906085379088,0.030306212553563146,0.2184602076766858,0.09961509191300238,never
California,2017,0.050736840154022536,0.29662639318982253,0.18220821361256534,0.03863164071342987,0.09957384070400123,0.056202446267401854,after
Colorado,2017,0.04060449630106707,0.5354730977826664,0.26177854951125235,0.02923486488411425,0.23069336343796024,0.11411184650536273,after
Connecticut,2017,0.0582829080637305,1.3121158304617444,0.678833686599706,0.03519481712204446,0.4201507885830442,0.209389949098537,never
Delaware,2017,0.06448065513025765,1.5622011923034185,0.8206881520713253,0.045669593086793664,0.5115094879387149,0.25694531506631846,never
Florida,2017,0.1408127541882262,0.6335114642367746,0.2572399598326309,0.08926518143754918,0.15977679264507172,0.0653558195433009,never
Georgia,2017,0.024324102867212732,0.3657462917868842,0.18783761645791222,0.0211729582451253,0.14969309569921502,0.0745898713791666,never
Hawaii,2017,0.051280814766390174,0.5577931777837675,0.22076033276552548,0.05008416988326995,0.2569867024099011,0.09697027930304691,never
Idaho,2017,0.06204308849889137,0.5834216748875197,0.32051818036662155,0.03173404751984454,0.23468282207203975,0.11865288787733115,never
Illinois,2017,0.03683003189414329,0.45459695019800195,0.24585315767519308,0.02265173391032835,0.14928878283203229,0.07613232849439715,never
Indiana,2017,0.06577721562824469,1.2644112525224789,0.5998351266045719,0.03461767852966072,0.4148569792143793,0.17852758972910085,never
Iowa,2017,0.04756744928623925,0.48415555443534225,0.20055161269528282,0.030397618848179403,0.214374183210116,0.08819146450788654,never
Kansas,2017,0.055265658711608275,0.5232093499657342,0.2851111386975015,0.030876153831371333,0.2335435843199456,0.11502199570074757,never
Kentucky,2017,0.052274824980917886,0.6744177631835047,0.36306835304139246,0.029907226001944297,0.2515534263369738,0.13287546272226902,never
Louisiana,2017,0.038067070660576234,0.40080436815174625,0.21105659498944374,0.025571632727284854,0.18790030538371738,0.09578948240054791,never
Maine,2017,0.04843593869853641,1.243445945847569,0.4525346440611818,0.03135031364432945,0.3815528269816773,0.14316723409547139,after
Maryland,2017,0.0500061744664211,1.0286505550088765,0.5159178744277356,0.0305461949545408,0.3589692701914568,0.1585721159449387,never
Massachusetts,2017,0.034659642915576,0.6227642366369759,0.4282511929309569,0.028850566466095764,0.2592870870687108,0.15789935944278916,after
Michigan,2017,0.05658817948979085,0.5199991183408227,0.30170216394036115,0.029989827159718287,0.17042419431367328,0.08759710358167988,never
Minnesota,2017,0.029308057707415337,0.512808742244836,0.20891362246151668,0.024529055237565017,0.22538436985927746,0.08667422403045505,never
Mississippi,2017,0.013015915049411004,0.4224299097735638,0.19899316650923735,0.021511149774248534,0.18927715377706783,0.08706484168609355,never
